,sequence,label
4975,tu va bienmardi,positive
4976,fabuleux j'ai posé une pêche et chui craccra,positive
4977,"ca va, merci",positive
4978,"Tramontane, bah c'est bien mieux ",positive
4979,Chouchou3953 bonjour ^^ dsl du etard,positive
4986,Coucou,positive
4988,mdrrr,positive
4993,bonjour calma72,positive
5010,bien dit Ananas,positive
5013,"Tramontane, oui c'est riche",positive
5024,Coucou ;),positive
5026,Bonjour les gens,positive
5030,Fille pour priver ? :p,positive
5035,bonjour Xavier10-,positive
5036,Bonjour Tramontane,positive
5037,Salut,positive
5038,Salut,positive
5040,Salut  grizzly,positive
5043,Salut Vanillee,positive
5044,Bonjour Vanille,positive
5045,coucou,positive
5046,Bonjour Xavier10-,positive
5047,Bah parce que je m'appelle pas Chauve-souris :'),positive
5048,coucou Xavier10- bisous ^^,positive
5049,C mignon les chauves-souris,positive
5051,bonjour Valentina Grizzly-  liza17,positive
5052,bonjour Xavier10-,positive
5053,Bonjour xavier10-,positive
5054,Bonjour bizzz choups1 :),positive
5055,Oui bah les grizzlys aussi hein :D,positive
5056,Bonjour Vanillee,positive
5057,Bonjour nanasse,positive
5058,Salut diablotin,positive
5061,Re ou bonjour tt le monde,positive
5062,Vanille:  kikoo toi ca va,positive
5063,bonjour tom,positive
5064,Bonjour tom,positive
5066,Bonjour nanasse,positive
5067,Coucou carpediem1,positive
5068,Bonjour,positive
5069,joyeuse pâques tom,positive
5071,Coucouu,positive
5073,Bonjour  tom,positive
5074,Bonjour Xavier10-,positive
5075,Salut Camiiille,positive
5077,Llool,positive
5078,Bonjour vanille,positive
5079,Grizzly-,positive
5080,Lol tramontane,positive
5083,Bonne année happyy,positive
5084,Bonjour tom,positive
5088,Lool,positive
5091,mdrr,positive
5097,bonjours bonsoir a tout le monde présent dans le tchat comment allez vous ?,positive
5100,Salut,positive
5101,Salut les,positive
5105,Lea slt cv,positive
5109,Chuck Norris sait faire des barbecue au fond de la mer.        ,positive
5116,Mais oui sinon j'suis une bête :'),positive
5122,Bonjour,positive
5125,Bonjour,positive
5128,Bonjour angel44,positive
5132,Bonjour Angel,positive
5134,Coucou,positive
5136,bonjour Lea,positive
5142,Lea cc,positive
5144,"des_truites_en_faons, Lol salut",positive
5149,bonjour,positive
5150,Cc Barbie,positive
5152,bonjour Alice42,positive
5153,bonjour Guest48413,positive
5156,lol Barbie,positive
5161,Barbie cc,positive
5164,Fille bouillante pour priver ?  :),positive
5166,Coucou tiptop06,positive
5167,si heureusement kAyzO,positive
5177,et de un lol,positive
5179,bonjour à tousse,positive
5180,t'es blonde et bien gaulée au moins barbie ? :D,positive
5182,cc Barbie,positive
5188,courage pour en trouver un qui te plait Barbie,positive
5189,tralalala carpediem1,positive
5191,"Barbie:  bin si tu ne veux pas avoir les affamés, faut trouver un pseudo pas très attirant",positive
5192,la cuisine çà me passionne,positive
5194,"publicité mensongère, ça peut te couter cher barbie :D",positive
5195,tu ressemble au barbie des années 40 mdr,positive
5213,Ah j'ai enfin réussi à mettre ma photo sur mon ordi mdrrr,positive
5215,Du coup j'peux l'envoyer :D,positive
5216,mdrr,positive
5217,Cest bon g trouver,positive
5218,Barbapapa c biien,positive
5226,pas mal Grizzly-,positive
5227,C pas grave,positive
5229,Merci Tramontane,positive
5232,un peu de culture,positive
5234,cc Barbapapa,positive
5237,Coucou carpediem1,positive
5239,tu vas bien Barbapapa :),positive
5240,bonjour,positive
5241,ce fut un plaisir de vous instruire,positive
5244,mdrr,positive
5246,hhahahha,positive
5248,Cc barbapapa,positive
5250,Coucou Damien33,positive
5253,Ça va? Barbapapa,positive
5254,Cc fati,positive
5255,Cc damien,positive
5256,Ok cool,positive
5258,Ça va fati,positive
5259,joyeux noël,positive
5262,Super et toi damien,positive
5266,Qui pour priver ? :),positive
5267,Ça va fati merci,positive
5268,👍damien,positive
5269,Barbapapa: le soleil est dans ton coeur,positive
5271,C mignon,positive
5274,"moi, ça me va",positive
5280,bienvenu,positive
5282,Ha ok fati,positive
5283,vous allez bien,positive
5285,Fati cc,positive
5287,happyy déclare qu'il est l'heure de sortir les bouteilles du bar pour l'apéro ! Qui s'occupe des cacahuètes et des chips ? :p  ,positive
5288,bonjour Homelander,positive
5290,Bonjour  homelander,positive
5291,Ouiiii biensur tiptop,positive
5294,Tramontane:  j'ai mon brevet Santé,positive
5295,Bonjour à tous,positive
5296,coucou ou re bonjour,positive
5298,Cc lolotte44,positive
5303,Mister: cocktail,positive
5308,bonjour belle fleur,positive
5309,Tramontane:,positive
5310,moi aussi,positive
5311,Lolotte44: cc toi,positive
5312,pour qui tout ce bon odeur,positive
5313,merci pour ta prévention Tramontane,positive
5314,Oh Barbapapa ça fais longtemps que je n avait pas vu se mot,positive
5315,"MrNice, oh salam khou ",positive
5316,Bonjour,positive
5318,"Cindys-o-u-m-i-s-e, Aurevoir",positive
5319,wslm kAyzO akhy,positive
5320,cc Cindys-o-u-m-i-s-e,positive
5323,mdrr,positive
5325,"MrNice, ça va khou?",positive
5332,rani hanya hmdl et toi kAyzO,positive
5335,ta rare beauté me réchauffe le coeur,positive
5336,je veux bien discuter de mode Crepuscule,positive
5337,Salut,positive
5343,salut Cindy8640,positive
5345,Cc cindy8640,positive
5348,Salut ici,positive
5370,"Crepuscule, continue ^^ ",positive
5373,je comprend kAyzO ;),positive
5375,avec tout ça tu me donnes raison kAyzO ;),positive
5376,Salut,positive
5377,Myrtille: cc,positive
5378,je veux une belle ronde dame,positive
5382,Cc myrtille,positive
5389,Myrtille cc,positive
5393,"Je trouve 4 réponses à votre demande (dans l'ordre): Amely Melan Melany1 Melany. Amely (Chaat@1D135A5F.F3581D36.107A3C00.IP) a été vu pour la dernière fois quitter #algerie il y a 12 heures, 53 minutes (Bon retour sur www.chaat.fr).",positive
5395,pansement desinfectant biafine,positive
5399,"Crepuscule, mais c'est bien je te félicite ^^ question de point de vu on à pas le même pour moi une personne voilé H ou F n'est pas égale à la soumission comme tu l'as si bien dit plus haut (: ",positive
5407,les vitamine D c'est mon medecin,positive
5415,Bonjour Myrtille bienvenue,positive
5418,Heureusement quon a la sécu,positive
5420,D'ailleurs lol,positive
5421,oui Barbapapa,positive
5427,alors comme le tour est vite fait,positive
5430,je n'ai pas d'addiction,positive
5436,Bonjour bonjour,positive
5439,bonjour P0ussiere2lune,positive
5446,diablotin:  bonjour,positive
5450,P0ussiere2lune:  cc santa barbara mdrrr,positive
5453,kristina fait un énorme Kiiiiisss à Esteban31|DiaL-MuSic|OnAiR*,positive
5455,coucou mon santa barbara carpediem1 ^^,positive
5459,P0ussiere2lune:  mdrrrr,positive
5461,Coucou poussiere2lune,positive
5462,Gros bibi ma tite kristina :),positive
5468,Barbapapa:  bonjour,positive
5469,hello kayzo,positive
5471,stylé le combat quand même entre Achille et Hector ,positive
5472,LadyIce:  bonjour,positive
5473,Oh milles excuses ma douce ladyice j implore ton pardon,positive
5474,!calin,positive
5476,"Zaraki_Kenpachi, Yooooooooo frérot comment tu vas depuis le temps dit?",positive
5477,Bonjour à toi P0ussiere2lune,positive
5478,Zaraki_kenpachi bjr,positive
5479,!kiss Sephi ,positive
5481,LadyIce fait un énorme Kiiiiisss à Sephi,positive
5482,Bonjour à tous ! qui du 83 ?,positive
5483,Homelander:  aussi oui,positive
5484,hello  babycrew,positive
5487,!calin LadyIce,positive
5488, Sephi prend LadyIce dans ses bras et lui fait un énorme calin ❤❤❤,positive
5491,Poussièredelune gros bisous à toi bonne journée,positive
5494,Crepuscule:  gratuit car pris en charge directement par la sécu,positive
5496,!tendresse Sephi,positive
5497,"LadyIce prend Sephi dans ses bras, et lui fait un super calin <3 C'est ça l'amour ♥(Ɔ ˘⌣˘)˘⌣˘ C)♥",positive
5503,Ladyice ma rugueuse ça t'irait mieux,positive
5516,coucou tout le monde ici pour faire connaissance sans arrière penser merci,positive
5517,"Mrnice bonjour à, toi",positive
5518,Bonjour MR NIce bises,positive
5520,coucou Chouchou3953,positive
5523,!kiss ladyice,positive
5524,Vladcarstein fait un énorme Kiiiiisss à ladyice,positive
5525,Chouchou3953:  Bonjour,positive
5526,coucou ennour bisouus,positive
5527,Cc calma72,positive
5532,!kiss Vladcarstein,positive
5533,LadyIce fait un énorme Kiiiiisss à Vladcarstein,positive
5535,la mutuelle rembourse Barbapapa,positive
5536,"je pense aller coté marseille, il y a le soleil",positive
5539,Oui ta un beau soleil a Marseille j y suis,positive
5543,!kiss Ennour,positive
5544,new-man fait un énorme Kiiiiisss à Ennour,positive
5546,Ah oui  tramontane,positive
5549,oui j'en sors,positive
5550,donc je le sais,positive
5551,Bises NEwMAn,positive
5554,New-man bonjour à toi belle journée,positive
5555,Ennour:  ca va,positive
5557,Chouchou3953:  bonjour brother merci kisss,positive
5558,Oui mieux merci New Man,positive
5563,content pour toi ma Ennour,positive
5567,j'ai déjà payé c'est fait,positive
5569,Maintenant a compter de lundi cest les vacances jusque en septembre,positive
5571,on pensera quand même à eux pareil ):,positive
5573,Merci NEw man,positive
5577,Ennour:  super tu va te reposer apres une annee epuisante,positive
5579,Vladcarstein: pour ça je donne tjs des capotes à ma femme quand elle sort,positive
5580,c'est preferable Crepuscule,positive
5582,bonjourno,positive
5585,carpediem1:  toujours et toi?,positive
5587,P0ussiere2lune:  bonjour kiss,positive
5588,mon ex il avait toujours des preservatifs sur lui je l'encourageais,positive
5589,ca va tu as la belle vie Ennour,positive
5592,c'est clair,positive
5593,"new-man:  bisous, bonjour",positive
5594,a plus passe lui le bjr Ennour  bisous,positive
5596,pas de tromperie,positive
5600,ba oui,positive
5605,Tu peu aimer sans te marier,positive
5606,bein si Barbapapa ça sert à qq chose ,positive
5613,"Monica > Ano est ici, regarde mieux.",positive
5618,Bonjour à tous,positive
5620,lol Barbapapa,positive
5624,Hello,positive
5625,Salut  loun1,positive
5630,j'ai évité les trois vlad,positive
5632,bibis bonne anime Esteban31|DiaL-MuSic|OnAiR,positive
5636,Loun1:  bonjour,positive
5641,Ah excuse moi,positive
5647,mais mélanger mariage et amour Vladcarstein faut le faire,positive
5650,bonjour,positive
5653,celine: bonjour,positive
5654,bjr celine ,positive
5658,On va pas s'autodétruire,positive
5663,Bonjoir Juju75,positive
5665,ah ok,positive
5675,Ennour:  autant pour moi alors,positive
5676,bonjour BrownSkinGirl,positive
5677,haha,positive
5679,bonjour JiNie bisous,positive
5680,dina cc,positive
5681,Dina cc,positive
5683,cc dina,positive
5685,coucou ChoupetteNoPV bisoussss,positive
5687,Hello Hannibal,positive
5688,"bon courage, Ennour",positive
5689,Merci TUrgon,positive
5691,"mais de rien, Ennour",positive
5695,Bonjour des chtis ici?,positive
5698,merci hannibal-smith76,positive
5701,bonjour,positive
5702,bsr Shannon,positive
5703,salut shannon,positive
5704,bsr ShadoWhite,positive
5705,peni,positive
5706,bonjour Shannon,positive
5708,allo les amis,positive
5709,exacte,positive
5711,Bonjour SEphiroth,positive
5713,je vous aimes,positive
5714,bonjour Ennour,positive
5716,bsr chipie bisous,positive
5717,Bonjour bisous chipie,positive
5718,re ici :),positive
5720,bisoussss chipie,positive
5721,coucou grominet01 bisous :),positive
5722,nous aussi Shannon,positive
5723,coucou Sephiroth bisous :),positive
5724,car j'ai envie de faire l,positive
5725,oui shannon celib,positive
5726,coucou ysa-56 bisous :),positive
5729,bisous chipie tu vas bien,positive
5731,coucou hannibal-smith76 bisous oui impec et toi ?,positive
5732,comparer à la douceur et gentillesse des plus jeunes..,positive
5734,Bonsoir,positive
5735,moi fois super merci,positive
5736,super hannibal-smith76 :),positive
5737,Cc sev2845,positive
5739,bonjour sev2845,positive
5741,merci chipie,positive
5744,calling youuuuu doubidouuu,positive
5745,!chante,positive
5746,chipie chante à tue-tête lalalalalalalala. L'année prochaine c'est inscription à The Voice DIRECT ! 🎵 🎶,positive
5748,Salut ça va,positive
5749,bsr Sev2845,positive
5754,bonjour,positive
5758,bjr flamencita,positive
5759,bjr flamencita,positive
5761,Heyy chipie re,positive
5762,Salut tt le monde 🌍🤍,positive
5763,re flamencita,positive
5765,re Babycrew :),positive
5766,bonjour flamencita tu vas bien,positive
5767,bsr Turgon,positive
5770,bonsoir chipie,positive
5771,bsr Babycrew,positive
5772,salut jehane,positive
5773,bjr pomponette :),positive
5774,bsr pomponette,positive
5775,salut chipie,positive
5776,salut Jihane697,positive
5777,Grominet01 bsr,positive
5781,salut,positive
5782,bonjour pomponette,positive
5783,Coucou Shannon :),positive
5784,salut hannibal,positive
5786,oui ici aussi chipie et ça fait du bien,positive
5787,pomponette: moi =),positive
5789,bisoussss chipie,positive
5791,kisss pipoune :),positive
5792,ouii chipie,positive
5793,coucou,positive
5794,salut nawel,positive
5795,Turgon: comme moi taleur mon jean trempée jusqu'aux fesses,positive
5796,la foudre est tomber a 100metre de moi chipie,positive
5797,chipie:   cc bises,positive
5801,bsr penny-parker bisousss,positive
5803,cc Ayah bises :),positive
5804,bisoussss toi twinsen,positive
5807,Ayah cc,positive
5808,Salut les filles,positive
5809,pipoune: siii :p,positive
5810,bisousss pipoune :),positive
5811,bsr The_Swing,positive
5812,Bonsoir à tous :),positive
5813,Turgon: oui lol,positive
5814,Coucou grominet01,positive
5816,coucou The_Swing des bisous !,positive
5818,Babycrew:  slt,positive
5819,"coucou chipie, des bisous !",positive
5821,bonsoir The_Swing,positive
5824,Coucou hannibal-smith76,positive
5825,bonjour  ayah,positive
5828,Bonjour chipie bises,positive
5831,ah bon chipie je croyais,positive
5832,grominet01: ah ouf :),positive
5833,bjr Cest :),positive
5834,Lol  chipie,positive
5835,cc chipie,positive
5836,quoi lol :o lol,positive
5837,en meme temps on se plaint des orages mais en meme temps on laisse chipie chaanter allez comprendre...,positive
5838,Cc c'est,positive
5839,re Petch :),positive
5843,twinsen:  comment vas tu ?,positive
5846,un bon magret de canard hummmmmmmmmm,positive
5847,coucou chipie :),positive
5849,hannibal-smith76:  oui hein c'est si bon,positive
5851,rire hannibal-smith76 :o,positive
5852,chipie:  pas grave ca lol,positive
5853,oui avec des frites maison,positive
5854,pipoune: si si je suis une espèce protégée :o,positive
5855,coucou,positive
5856,pipoune:  jai regardé une emission ou des gens qui setaient pas vu depuis longtemps se retrouvaient et jai bcou pleuré lol,positive
5858,masi ca vga,positive
5861,ca va là,positive
5864,lol The_Swing,positive
5868,The_Swing: tu t'en es sortie en vie !,positive
5869,oui ca va lol :),positive
5870,waouuu la warrior !,positive
5871,oui mais !,positive
5872,mdr chipie,positive
5873,jai ce quil faut,positive
5876,Bonjour tous le monde,positive
5878,bsr Makeuo21,positive
5879,bonjour Makeuo21,positive
5889,Bonjour tous le monde,positive
5892,Chalut,positive
5893,sinon aujourdhui jai vu un ami ici on a mangé au resto et parlé avec des gens cetait cool,positive
5895,bjr Makeuo21,positive
5898,chipie avec de l'huile ❝Revitalise❞ se lance dans un MMMaaaSSaaaGGGeee sur The_Swing pour favoriser la détente et le bien-être ! ça fait du BiiiiiieN ! (Ö‿Ö),positive
5899,twinsen:  tu as eu bien raison,positive
5900,mdrr ouii chipie,positive
5902,bonjour Makeuo21,positive
5906,tres bon,positive
5907,mdrrr,positive
5908,mdrrr,positive
5909,oui pour me changer les idees pipoune,positive
5915,ca va comment pipoune ?,positive
5916,Ennour bisous :),positive
5918,beautifuul giirrl doudoudouuuu,positive
5919,Bises chipie,positive
5920,bah un massage c'est deja bien The_Swing surtout de bon coeur !,positive
5927,"oui chipie, tu es la seule gentille ici !",positive
5929,The_Swing: quand j'en ai envie !,positive
5932,oui voila chipie ..,positive
5939,bonjour,positive
5943,Mdrrr chipie,positive
5957,ouais vindiou,positive
5958,ptdrrr chipie,positive
5965,bonsoir a tous bisousssssssssssss,positive
5966,salut betty boop,positive
5967,salut,positive
5968,hannibal-smith76: qui font sourir aussi heureusement,positive
5969,coucou Betty47 bisous :),positive
5970,bonsoir Betty47,positive
5971,salut aurore aux doigts de rose,positive
5972,bsr Betty47,positive
5973,bsr aurore,positive
5974,chouloupiminette ca va?,positive
5975,oui aussi $,positive
5977,love generatiooon yééé yééé yéé yéééé,positive
5978,Re choupettenopv bisous,positive
5979,bsr Damien33 :),positive
5981,bisous Betty47,positive
5984,Bonsoir Faust,positive
5986,re Damien33 ca va,positive
5987,Cc chipie,positive
5988,pas mal faustt,positive
5989,salut aurore aux senteurs vernales,positive
5990,elle est bien celle la,positive
5992,Bonsoir grosminet,positive
5993,yen a beaucoup qui sont bonnes,positive
5994,bsr aurore,positive
5995,bonjour aurore,positive
5996,Oui ça va choupettenopv es toi?,positive
5997,Salut Chipie,positive
6001,oui ca va Damien33 merci,positive
6006,Cool choupettenopv,positive
6008,elle sait faire un café,positive
6009,Hello,positive
6011,Salut Hannibal,positive
6016,SympaSeul hello,positive
6025,Cc melissa-23,positive
6036,bye Ennour,positive
6037,Ennour:  re,positive
6039,bsr marta 35 ans,positive
6043,Damien coucouuu,positive
6044,bonsoir les arrivantes,positive
6049,respectez vous svp merci,positive
6051,bsr lune-,positive
6052,bisous lune-,positive
6053,pipoune:  re slt  comment faire !,positive
6055,chipie:  bise,positive
6056,!calin Eddie- ;) <3,positive
6057, chipie prend Eddie- dans ses bras et lui fait un énorme calin ❤❤❤,positive
6058,ca marche ce que tu as fait pourtant aala pour arabica,positive
6059,Cc lune-,positive
6061,bise lune-,positive
6062,bsr mr Eddie-,positive
6065,Re encore coucou tout le monde,positive
6070,re Castiel bisous :),positive
6072,Bonsoir à tous,positive
6073,ben si pourtant aala,positive
6074,Cc lina,positive
6075,coucou Reglisse__ bisousssssssss,positive
6076,ennour moi aussi j'ai rien dit de méchant,positive
6077,Re chipie bisous 😊,positive
6079,bsr lina,positive
6080,bsr bisousss Reglisse__,positive
6083,Bonsoir reglisse__,positive
6084,comment vas tu lune- depuis le temps ?,positive
6085,ca va ennour?,positive
6087,en pleine forme,positive
6090,chipie:  Cyndi Lauper - Money Changes Everything  ;) <3,positive
6091,chipie:  trés bien et toi ? tu danses toujours autant :D,positive
6092,Bisoussssssssssssssssss chipie,positive
6093,bonjour lydie,positive
6096,bisous,positive
6097,Hé hé oui faustt,positive
6098,Castiel >> bonsoir,positive
6099,Eddie-: :p  <3,positive
6102,lune-: oui toujours rire,positive
6104,Cc Lydie,positive
6106,pipoune:  oui jai vue merci c'est gentill,positive
6108,!calin chipie  ;) <3,positive
6109, Eddie- prend chipie dans ses bras et lui fait un énorme calin ❤❤❤,positive
6111,Coucou,positive
6115,Nezha23:  Bonjour ^^,positive
6117,Cc nezha23,positive
6119,coucou oOxOo ^^,positive
6120,Ch'tite,positive
6122,"chipie offre une bonne tasse de _C_] _a_] _f_] _é_] toute chaude à hannibal-smith76 >> Un peu de lait, du sucre ? ",positive
6123,hannibal mdr,positive
6124,cc Nezha23,positive
6125,pipoune:  chipie Bonsoir Mesdemoiselles ^^,positive
6126,merci chipie c'est adorable,positive
6127,c'est plaisir hannibal-smith76 :),positive
6128,bonsoir oOxOo,positive
6129,merci,positive
6130,Pipoune bye,positive
6132,bisousss Ennour a plus tard ?,positive
6133,salut,positive
6134,bonjour Layabricote|Layabricot,positive
6135,Ça va,positive
6136,salut,positive
6137,salut marie_,positive
6138,bsr Layabricote|Layabricot Nezha23 et marie_,positive
6141,bsr marie,positive
6142,nanana nanananaa,positive
6143,salut,positive
6146,je vous salut marie_ ^^,positive
6147,re la room,positive
6148,Salut 👋 a tous et a toutes 👉💖❤💝💖👈,positive
6149,re miss nanasse :),positive
6150,re toi,positive
6151,salut Guest63175,positive
6152,re nanasse,positive
6153,re m'dame chipie,positive
6154,Salut,positive
6155,coucou bonsoir nanasse,positive
6156,bisous nanasse,positive
6157,re Petch,positive
6158,Hiba: Bonjour ^^,positive
6159,bonjour grominet01,positive
6160,!calin Gentilmec,positive
6161, chipie prend Gentilmec dans ses bras et lui fait un énorme calin ❤❤❤,positive
6162,bonjour hannibal-smith76,positive
6163,hann j ai loupe l heure du goute,positive
6164,Hiba cc,positive
6165,Re nanasse 😊,positive
6166,re Castiel,positive
6167,bsr Castiel,positive
6168,Coucou Nezha23 :),positive
6169,!seen sweetness,positive
6171,Bonsoir,positive
6173,bsr Achoum,positive
6174,bsr Achoum,positive
6175,Cc achoum,positive
6176,re / salut,positive
6177,Bonsoir grominet01,positive
6178,re Pact,positive
6180,bonjour castiel et achoum,positive
6181,re nanasse,positive
6183,re Pact :),positive
6184,c'est pas grave fais toi plaisir chipie,positive
6186,re re chipie,positive
6187,Bonjour hannibal-smith76,positive
6188,hannibal-smith76: je veux mon n'veu! mdr,positive
6190,Re Pact,positive
6191,tu as raison,positive
6192,re Castiel salut,positive
6195,re Castiel bisous lol,positive
6200,Re choupettenopv bisous 😊,positive
6202,pipoune: repose toi bien rire !,positive
6204,lol chipie,positive
6206,3ème bisous de choupettenopv aujourd'hui 🙂😂,positive
6207,Cc marie_,positive
6210,merci lol chipie,positive
6211,ouiii Castiel lol,positive
6212,Merci pour ce moment de musique Didi33 ♫♪♩,positive
6214,bonjour,positive
6215,Merci pour l'animation Radio tizouzou ♫♪♩,positive
6217,salut,positive
