channel,message,default label,default score,camembert label,camembert score
#maroc,Farkous wayak techra7 hhh,NEGATIVE,0.9881,POSITIVE,0.7271
#maroc,hhhhhh,NEGATIVE,0.973,NEUTRAL,0.6555
#maroc,Yasmine wana drt b nassi7tk hhhh,NEGATIVE,0.997,POSITIVE,0.6853
#maroc,hhhhhhhh,NEGATIVE,0.976,NEUTRAL,0.595
#maroc,Red ravi 5oya,POSITIVE,0.8546,POSITIVE,0.7748
#maroc,Red1 ra howa li khtare3 lwasfa hhh farkous,NEGATIVE,0.9817,POSITIVE,0.7661
#maroc,merhba,POSITIVE,0.982,NEUTRAL,0.6185
#maroc,Hhhhhh,NEGATIVE,0.8873,NEUTRAL,0.6151
#maroc,Tra7ab bik ljanna 5oya,NEGATIVE,0.9779,POSITIVE,0.7624
#maroc,hna  kanakolo  kolchi   ila  lbtana,NEGATIVE,0.9656,POSITIVE,0.7891
#maroc,hhhhhh,NEGATIVE,0.973,NEUTRAL,0.6555
#maroc,Hhhh,NEGATIVE,0.7233,NEUTRAL,0.5489
#maroc,Farkous iwa hdi rasek wtebet,NEGATIVE,0.9259,POSITIVE,0.8077
#maroc,Hhhhh,NEGATIVE,0.8727,NEUTRAL,0.639
#maroc,tbat  ou  hkali  zra3  ynbat,NEGATIVE,0.9919,POSITIVE,0.8025
#maroc,Red1 weqt lhsad hada,NEGATIVE,0.9796,POSITIVE,0.7557
#maroc,Hhhhh,NEGATIVE,0.9532,NEUTRAL,0.5368
#maroc,Hhhhhhh,NEGATIVE,0.9097,NEGATIVE,0.7421
#maroc,Aymaraa kayn chi saykouk hhhh,NEGATIVE,0.9812,POSITIVE,0.7326
#maroc,Yasmine ?????? felfla w hna frinaha,NEGATIVE,0.9623,POSITIVE,0.8302
#maroc,ma3ndna  manhasdou,NEGATIVE,0.9077,POSITIVE,0.7495
#maroc,Kayn lma hhhh Yasmine,NEGATIVE,0.8168,POSITIVE,0.774
#maroc,Okitoosd hhh l'essentiel c q la sauce soit rouge hhh,NEGATIVE,0.9924,NEUTRAL,0.5992
#maroc,Je suis grave énervée Yasmine,NEGATIVE,0.982,NEGATIVE,0.9456
#maroc,Aymaraa un verre d'eau ykoun bien glacé hhh,NEGATIVE,0.9862,NEUTRAL,0.5093
#maroc,Aymaraa why???,NEGATIVE,0.9967,NEUTRAL,0.6486
#maroc,yalah  khre j men  lprv  cha7fan  mskin,NEUTRAL,0.5746,POSITIVE,0.9058
#maroc,Red1 qui?,NEGATIVE,0.9827,NEUTRAL,0.6593
#maroc,Yasmine au pire des cas je mettrais des lunettes rouges ??,NEGATIVE,0.964,NEUTRAL,0.5754
#maroc,????????,NEGATIVE,0.9525,POSITIVE,0.7261
#maroc,Red1 ????????,NEGATIVE,0.9183,NEUTRAL,0.5298
#maroc,Okitook t'as tjrs les solutions hhhhhhh,NEGATIVE,0.9881,POSITIVE,0.6732
#maroc,chno hab  lhkater,NEGATIVE,0.9466,POSITIVE,0.7654
#maroc,Ana hab thé b kaw kaw,NEGATIVE,0.965,NEUTRAL,0.5922
#maroc,Hada khatri,POSITIVE,0.9045,POSITIVE,0.7686
#maroc,Wenta red1,NEGATIVE,0.9943,NEUTRAL,0.647
#maroc,Hhhhh wa khater howa 3andk okitoosd hhh,NEGATIVE,0.9925,POSITIVE,0.8052
#maroc,Red1 tlaga hhh,NEGATIVE,0.9832,POSITIVE,0.7138
#maroc,chi vodka  sitron  bien  glacé,NEGATIVE,0.9648,POSITIVE,0.7127
#maroc,Aymaraa et déjà miskina glacée elle même Yasmine,NEGATIVE,0.9906,NEUTRAL,0.609
#maroc,hhhh,NEGATIVE,0.9446,NEUTRAL,0.5805
#maroc,Bdiina tani,NEGATIVE,0.7773,NEUTRAL,0.6277
#maroc,Yasmine ?????????? wela hlib candia choco,NEGATIVE,0.9646,POSITIVE,0.8485
#maroc,Aymaraa réponds-moi,NEGATIVE,0.9856,NEUTRAL,0.5933
#maroc,Okitoosd hhhh daweqni hhhhh,NEGATIVE,0.9872,POSITIVE,0.7872
#maroc,Oui non pas la,NEGATIVE,0.8636,NEGATIVE,0.9421
#maroc,Yasmine mlih moufid lil jism ??,NEUTRAL,0.5652,POSITIVE,0.8621
#maroc,Ok aymaraa,POSITIVE,0.997,POSITIVE,0.7579
#maroc,Okitoosd fih calcium hhh,NEGATIVE,0.9889,POSITIVE,0.7567
#maroc,yassmin   t 'a quel age toi ??,NEGATIVE,0.9961,NEUTRAL,0.5974
#maroc,Red1 24ans et toi?,NEGATIVE,0.9837,NEUTRAL,0.5362
#maroc,Yasmine oui calcium ?? y9awi le3dam ????,NEGATIVE,0.9721,POSITIVE,0.8403
#maroc,°º o o º° Envie d'écouter la RaDiO ? clique ici ==> http://www.radiostarmaroc.com/  °º o o º°,NEGATIVE,0.9858,POSITIVE,0.6975
#maroc,!thé Ayah|OnAir,POSITIVE,0.9571,NEUTRAL,0.6064
#maroc," OkitooSd offre une bonne tasse de Thé toute chaude à Ayah|OnAir  >> Une rondelle de citron, du lait, du sucre ? [__]D ",NEGATIVE,0.981,NEGATIVE,0.6787
#maroc,Okitoosd safi si tu continues a le boire la prochaine fois tji tedkhol thares la porte du salon hh,NEGATIVE,0.9606,NEUTRAL,0.592
#maroc,Yasmine j'ai arrêté depuis l'âge de 16 ans lol,NEGATIVE,0.8572,NEGATIVE,0.9046
#maroc,Okitoosd mais prkoi le calcium est si bénéfique!!,NEGATIVE,0.9716,NEGATIVE,0.6991
#maroc,Aymaraa t'es tjrs là?je ne te vois plus,NEGATIVE,0.9799,NEGATIVE,0.7237
#maroc,Je suis là ou daikha khati Yasmine,NEGATIVE,0.8811,POSITIVE,0.7258
#maroc,bon re Quick_,NEUTRAL,0.5849,POSITIVE,0.7799
#maroc,Yasmine pour la croissance surtout ouiii,POSITIVE,0.9547,POSITIVE,0.6734
#maroc,??  Okitoosd,NEGATIVE,0.9839,POSITIVE,0.8877
#maroc,B re quick,NEGATIVE,0.9519,NEGATIVE,0.7748
#maroc,Bon re quick_,NEUTRAL,0.5849,POSITIVE,0.6963
#maroc,Merci Aymaraa ??,NEGATIVE,0.9935,POSITIVE,0.9337
#maroc,???????? Da  ??,NEGATIVE,0.9669,POSITIVE,0.8647
#maroc,Okitoosd exact,NEGATIVE,0.9801,POSITIVE,0.8563
#maroc,Merci yasmine et okitoosd,NEGATIVE,0.9645,POSITIVE,0.896
#maroc,Quick_ je t'en prie,NEGATIVE,0.979,NEUTRAL,0.5225
#maroc,Il préfère servir du lait que le boire ?? daaaaad,NEGATIVE,0.9872,NEGATIVE,0.9129
#maroc,Quick_ ????????,NEGATIVE,0.9531,NEUTRAL,0.5713
#maroc,Yasmine tu mérite tmar ou lban hhh,NEGATIVE,0.9615,NEUTRAL,0.6075
#maroc,Aymaraa tmar je px pas refuser lben non merci hhh,NEGATIVE,0.9911,NEUTRAL,0.6176
#maroc,Hhhhh ok alors le jour de ton mariage kiffash ghadi diri ijiboulik raibi a Yasmine,NEGATIVE,0.966,POSITIVE,0.8445
#maroc,C'est trop bon lben,NEUTRAL,0.5299,POSITIVE,0.9802
#maroc,Farkous et red1 mchaw ywajdo tanjiya,NEUTRAL,0.532,POSITIVE,0.8697
#maroc,Aymaraa yjibo li lhlib khti hhh machi lben hhhhh,NEGATIVE,0.9895,POSITIVE,0.7577
#maroc,Quick ouiii mais des fois ça fait mal,NEGATIVE,0.9791,NEGATIVE,0.7345
#maroc,Hhh ok je savais pas Yasmine j'apprends toujours avec toi,NEGATIVE,0.9513,POSITIVE,0.8496
#maroc,Aymaraa c vrai?mais y a une différence entre hlib et lben mdr hhh,NEGATIVE,0.991,NEUTRAL,0.5707
#maroc,Le lait fait mal. Mais pas lben pour ma part lol,NEGATIVE,0.9643,NEGATIVE,0.9369
#maroc,Hhhhh,NEGATIVE,0.9532,NEUTRAL,0.5368
#maroc,Raïb,NEGATIVE,0.6971,NEUTRAL,0.5247
#maroc,Quick_ on est 2,NEGATIVE,0.9582,NEGATIVE,0.7697
#maroc,Quick pour moi l'inverse hhh,POSITIVE,0.9406,NEGATIVE,0.9555
#maroc,Rrrrrrrraïb,NEGATIVE,0.6971,NEGATIVE,0.8029
#maroc,Hhhh,NEGATIVE,0.9446,NEUTRAL,0.6598
#maroc,Trop louche raïb,NEGATIVE,0.9995,NEGATIVE,0.9242
#maroc,Je peux pas,POSITIVE,0.9851,NEGATIVE,0.9595
#maroc,Ana nhab lben m3a kessra skhouna ????,NEGATIVE,0.9818,POSITIVE,0.7671
#maroc,Kessra c du pain yak?,NEGATIVE,0.9967,NEUTRAL,0.5769
#maroc,Wela hlib fraise sbah ki Za3ma ndir sport,NEGATIVE,0.9913,POSITIVE,0.7827
#maroc,Yasmine,POSITIVE,0.994,NEUTRAL,0.5482
#maroc,Aymaraa pareil le lait ça passe pas,NEGATIVE,0.9779,NEGATIVE,0.9817
#maroc,Kessra pain de maison,NEGATIVE,0.9881,NEUTRAL,0.5553
#maroc,Merci aymaraa,NEGATIVE,0.9883,POSITIVE,0.8731
#maroc,Fin wslto,POSITIVE,0.7061,NEUTRAL,0.6253
#maroc,Traditionnel pas industriel celui des boulangers,POSITIVE,0.8095,NEUTRAL,0.5631
#maroc,Derien,NEGATIVE,0.921,NEUTRAL,0.5535
#maroc,Oui okitoosd je comprends beldi hhh,NEGATIVE,0.975,POSITIVE,0.8134
#maroc,Yakma wslto l ti7al hhhh,NEGATIVE,0.992,POSITIVE,0.7508
#maroc,Farkous kantsanaw tanjiya,NEGATIVE,0.8592,POSITIVE,0.8224
#maroc,Yasmine beldi voilà ????,POSITIVE,0.784,NEUTRAL,0.5808
#maroc,Yasmine raki takliha b9ay tsnnayha hhhh,NEGATIVE,0.9923,POSITIVE,0.7554
#maroc,Beldi b zebda hora ow tass lben l'effet est plus boom quu'e bouteille de whiskey,NEGATIVE,0.9775,NEUTRAL,0.5916
#maroc,????????,POSITIVE,0.7471,POSITIVE,0.7261
#maroc,Farkous hhhh,NEGATIVE,0.9646,POSITIVE,0.7537
#maroc,Okitoosd éloigne-toi et explose hhhhhh,NEGATIVE,0.9925,NEUTRAL,0.6266
#maroc,Chkoun iydoukh yechrab lben ?,NEGATIVE,0.9735,POSITIVE,0.7125
#maroc,Yasmine daira shi 3asha raha hna jou3na hhhhh,NEGATIVE,0.9891,POSITIVE,0.8297
#maroc,hhhhhh,NEGATIVE,0.973,NEUTRAL,0.6555
#maroc,cha3riya,POSITIVE,0.9625,POSITIVE,0.693
#maroc,Ha moul baddaz ja hhhh,NEGATIVE,0.9877,POSITIVE,0.6848
#maroc,Aymaraa dayra seffa medfouna hhhhh,NEGATIVE,0.9928,POSITIVE,0.7518
#maroc,Hhhhh,NEGATIVE,0.9532,NEUTRAL,0.5368
#maroc,chkon mat,NEGATIVE,0.8227,POSITIVE,0.6668
#maroc,Yasmine lala nmoutou kif-kif ?? solidarité même en haut de-là,NEGATIVE,0.9727,NEUTRAL,0.6435
#maroc,ani jaya,POSITIVE,0.9953,POSITIVE,0.693
#maroc,Seffa fff li matet wdfentha,POSITIVE,0.9399,NEUTRAL,0.5942
#maroc,layrahmha  mskina,POSITIVE,0.9358,POSITIVE,0.8118
#maroc,Seffa couscous ?,NEGATIVE,0.9974,NEGATIVE,0.9597
#maroc,Okitoosd hhhh je ss enc jeune machouft matchoweft hhh,NEGATIVE,0.9908,POSITIVE,0.7573
#maroc,Aymaraa marhba bik,NEGATIVE,0.9887,POSITIVE,0.7602
#maroc,Wa red atta fin mchiti 5alliti ryogna mdalyin 3la baddaz w hrbti hhhh,NEGATIVE,0.9903,POSITIVE,0.7807
#maroc,Merci khati,POSITIVE,0.8831,POSITIVE,0.9303
#maroc,Wa5a 3lik a l3afrit,NEGATIVE,0.9953,POSITIVE,0.7591
#maroc,Yasmine ???????? mala ne bois pas du lben pour le moment loo,NEGATIVE,0.7772,NEGATIVE,0.6911
#maroc,Okitoosd ça lui ressemble mais pas avec la farine et les legumes hh,NEGATIVE,0.9791,NEUTRAL,0.5388
#maroc,yasmin tsawbolik,POSITIVE,0.9845,POSITIVE,0.8093
#maroc,Yasmin katsawb hi pizza hhhh,NEGATIVE,0.9784,NEUTRAL,0.5761
#maroc,hhhhhh,NEGATIVE,0.973,NEUTRAL,0.6555
#maroc,Red1 nsawbo hhhh hgartini farkous hhh,NEGATIVE,0.9947,NEUTRAL,0.6355
#maroc,Yasmine oui je vois,POSITIVE,0.9621,POSITIVE,0.837
#maroc,Yasmine ih ih taya9tk hhhh,NEGATIVE,0.9892,POSITIVE,0.784
#maroc,atsawb lik badaz mdfoun,NEGATIVE,0.9926,POSITIVE,0.8179
#maroc,Hhh farkous blach mati9 hhhh,NEGATIVE,0.9879,NEUTRAL,0.5729
#maroc,Hhhhhh,NEGATIVE,0.8873,NEUTRAL,0.6151
#maroc,layrahmo,POSITIVE,0.9762,POSITIVE,0.7525
#maroc,hhhhh,NEGATIVE,0.9532,NEUTRAL,0.5979
#maroc,????????,NEGATIVE,0.9525,POSITIVE,0.7261
#maroc,Kaaaaan hna,NEGATIVE,0.9002,POSITIVE,0.6756
#maroc,wayih,POSITIVE,0.9854,POSITIVE,0.844
#maroc,hani  jay  jebto liya  jou3 nit,NEGATIVE,0.9635,POSITIVE,0.7812
#maroc,Iwa ra jibo gar3a rtayliya tkoun meziana be3da,NEGATIVE,0.9914,POSITIVE,0.7219
#maroc,hhhhh,NEGATIVE,0.9532,NEUTRAL,0.5979
#maroc,Wdra beldya,POSITIVE,0.9934,POSITIVE,0.7258
#maroc,Red wach tsattayti hhhh,NEGATIVE,0.9798,POSITIVE,0.6941
#maroc,Jbdti baddaz w mayjikch jou3 hhhh,NEGATIVE,0.9944,POSITIVE,0.7904
#maroc,Wy7an lah wach ndefnou wla la hhh,NEGATIVE,0.9955,POSITIVE,0.6947
#maroc,Kidrtiliha hhhh,NEGATIVE,0.9644,NEUTRAL,0.6327
#maroc,Wa niit ra baddaz khfifa matchaba3ch hhh,NEGATIVE,0.9879,NEUTRAL,0.6594
#maroc,Yasmine nti mabghaytich tn3si mrta7a wa9ila aaaaw dra bi lil hhhh,NEGATIVE,0.9906,POSITIVE,0.7995
#maroc,Hhhhh,NEGATIVE,0.9532,NEUTRAL,0.5368
#maroc,nawawi,POSITIVE,0.8432,POSITIVE,0.7464
#maroc,Maranakolhach ana hhhh,NEGATIVE,0.9471,NEUTRAL,0.6215
#maroc,Kighadi yn3s damir dyalk onti wakla dra bi lil hhhh,NEGATIVE,0.9763,POSITIVE,0.816
#maroc,Hhhhhhh,NEGATIVE,0.9097,NEGATIVE,0.7421
#maroc,Yasmine,NEGATIVE,0.959,NEUTRAL,0.502
#maroc,Diri solution,NEUTRAL,0.6637,NEUTRAL,0.5477
#maroc,Koulo kbal meslou9 whaniw lwekt hhh,NEGATIVE,0.9786,POSITIVE,0.7927
#maroc,Je suis hors planète hhh,NEGATIVE,0.9923,NEGATIVE,0.8377
#maroc,Hhhhhhh,NEGATIVE,0.9097,NEGATIVE,0.7421
#maroc,Aymaraa dawkhek lben khti hhh,NEGATIVE,0.9931,POSITIVE,0.7925
#maroc,Yasmine za3ma bghayti t9olbi n3as hhhh,NEGATIVE,0.9948,POSITIVE,0.6753
#maroc,Hhhh la khati saafe,NEGATIVE,0.9865,POSITIVE,0.8356
#maroc,Iwa dra dra farkous hhh,NEGATIVE,0.9956,POSITIVE,0.7762
#maroc,Hhhhhh,NEGATIVE,0.973,NEUTRAL,0.5923
#maroc,Kbal maslou9 rah dra nit hhhh,NEGATIVE,0.9937,POSITIVE,0.7235
#maroc,je  rev,POSITIVE,0.9689,POSITIVE,0.8181
#maroc,Wmali kdebt,NEGATIVE,0.9827,POSITIVE,0.8159
#maroc,Red atta fin ghadi hhhh,NEGATIVE,0.933,NEUTRAL,0.5316
#maroc,°º o o º° Envie d'écouter la RaDiO ? clique ici ==> http://www.radiostarmaroc.com/  °º o o º°,NEGATIVE,0.9858,POSITIVE,0.6975
#maroc,Yakma 3ndk fobya mn dra a l3afrit hhhh,NEGATIVE,0.9956,POSITIVE,0.7403
#maroc,Red1 tel9a ra rii7,NEGATIVE,0.9939,NEUTRAL,0.5342
#maroc,Aymaraa fayt kliti baddaz ou jamais?,NEGATIVE,0.9931,POSITIVE,0.6831
#maroc,Yasmine a l9a hi dak ras dyal lkbala li kikoun f la5er mafih maytkal kollo k7l hhhh,NEGATIVE,0.9881,POSITIVE,0.7996
#maroc,Hhhhhh,NEGATIVE,0.973,NEUTRAL,0.5923
#maroc,Olakin kikoun bnin wa5a hakak,NEGATIVE,0.8656,POSITIVE,0.7851
#maroc,Wsh zaama mardod a Yasmine,NEGATIVE,0.9358,POSITIVE,0.7694
#maroc,Aymaraa la srmoule du blé tu connais?,NEGATIVE,0.9936,NEGATIVE,0.8601
#maroc,Semoule,POSITIVE,0.6814,NEGATIVE,0.7437
#maroc,Bah baddaz on le prépare avec la semoule du maïs c plus fine q celle du blé,NEGATIVE,0.9819,NEGATIVE,0.681
#maroc,Hhna kan ngoulo barbekoksh awla mardod,NEGATIVE,0.9841,POSITIVE,0.7127
#maroc,Oui c sa berkoukch,POSITIVE,0.7446,POSITIVE,0.6685
#maroc,C vrai,POSITIVE,0.8669,NEUTRAL,0.6605
#maroc,Pt être ma3raftch cmt vs l'appelez à oujda,NEGATIVE,0.992,NEUTRAL,0.5256
#maroc,Okitosd ??,NEUTRAL,0.5104,POSITIVE,0.8527
#maroc,Kol minta9a wach kissammiwha,NEGATIVE,0.9878,POSITIVE,0.6909
#maroc,Okitoosd,NEGATIVE,0.9836,POSITIVE,0.822
#maroc,Farkous t'es sûr?,NEGATIVE,0.9743,NEGATIVE,0.75
#maroc,Oui yasmine,POSITIVE,0.9623,POSITIVE,0.7502
#maroc,Bah voila,NEGATIVE,0.8359,NEUTRAL,0.6091
#maroc,Hit barkoukech chez ns c autre chose,NEGATIVE,0.9761,NEGATIVE,0.7059
#maroc,C quoi chez vous yasmine,NEUTRAL,0.6283,NEGATIVE,0.8087
#maroc,Quick_ oui poulette,NEGATIVE,0.9798,NEUTRAL,0.5582
#maroc,Farkous t'es originaire d'où?,NEGATIVE,0.9871,NEGATIVE,0.7175
#maroc,Hi chr7i chr7i da5altiuna fi had lil f had baddaz w ma jawaraho hhhj,NEGATIVE,0.9876,POSITIVE,0.814
#maroc,Okitoosd je peux te parler pv,NEGATIVE,0.9791,POSITIVE,0.7916
#maroc,Yasmine tarodant,NEGATIVE,0.9706,NEUTRAL,0.5201
#maroc,Okitoosd t sur danu ??,NEGATIVE,0.9863,POSITIVE,0.8575
#maroc,C de la semoule du blé farkous kayb9aw ytayboha blhlib,NEGATIVE,0.9832,NEGATIVE,0.8939
#maroc,Enchantée farkous,POSITIVE,0.7134,POSITIVE,0.7658
#maroc,Wach la3sida ?,NEGATIVE,0.9946,NEGATIVE,0.7376
#maroc,Aymaraa oui bien sûr,NEGATIVE,0.9553,NEUTRAL,0.5243
#maroc,Merci,NEGATIVE,0.8387,POSITIVE,0.8957
#maroc,Merci yasmine,NEGATIVE,0.6805,POSITIVE,0.7667
#maroc,Quick_ mazal chwiya ??,NEGATIVE,0.9806,POSITIVE,0.761
#maroc,Yasmine yakma kadwi 3la la3sida ?,NEGATIVE,0.9959,NEUTRAL,0.5166
#maroc,Non farkous bent khaltha hhh berkoukch chez ns 9liiil li kay3raf ysqwbo,NEGATIVE,0.9921,POSITIVE,0.8134
#maroc,Hhhhhh,NEGATIVE,0.8873,NEUTRAL,0.6151
#maroc,L3sida kaysawboha chlouh,NEGATIVE,0.9612,POSITIVE,0.8035
#maroc,Oui nous hhhh,NEGATIVE,0.9819,POSITIVE,0.6993
#maroc,J'avais une amie kant natsawbha,NEGATIVE,0.7545,POSITIVE,0.8129
#maroc,Ça se prépare trop vite hhhh,NEGATIVE,0.988,NEGATIVE,0.9927
#maroc,Tu ss yasmine,NEUTRAL,0.6366,NEUTRAL,0.6455
#maroc,Quoi?,NEGATIVE,0.9812,NEGATIVE,0.9799
#maroc,3rfti bach kiftro dok nas ?,NEGATIVE,0.9959,NEUTRAL,0.5881
#maroc,Bi tajin,POSITIVE,0.9668,POSITIVE,0.6669
#maroc,Bil3sida hhh,NEGATIVE,0.9687,POSITIVE,0.6707
#maroc,M3a 11.00 du matin,NEGATIVE,0.9629,NEUTRAL,0.6187
#maroc,C vrai?,NEGATIVE,0.9732,NEUTRAL,0.5117
#maroc,Nn la3sida m3a 8 hhhh,NEGATIVE,0.9926,NEUTRAL,0.5486
#maroc,Wallah,NEGATIVE,0.9883,POSITIVE,0.7821
#maroc,Hhh tbarkllah,NEGATIVE,0.9569,POSITIVE,0.8451
#maroc,Nn ya rabbi la3sida m3a 4 l3chiya,NEGATIVE,0.9335,NEUTRAL,0.6009
#maroc,Wa tebet rasek hhh,NEGATIVE,0.9638,POSITIVE,0.7555
#maroc,O atay o 9richlat o kawkaw w 7ommas w louz m3a 7 sba7 hhhh,NEGATIVE,0.9946,POSITIVE,0.8413
#maroc,Wa t5ayli m3aya hhhhh,NEGATIVE,0.9941,POSITIVE,0.8297
#maroc,Rah hi mas2alat wlf c tt,NEGATIVE,0.8485,NEUTRAL,0.6645
#maroc,Hhhh iwa ra welfo hakak,NEGATIVE,0.9727,POSITIVE,0.8764
#maroc,Voilaaaaa,NEGATIVE,0.87,NEUTRAL,0.6141
#maroc,Voilà tt à fait,POSITIVE,0.966,POSITIVE,0.6691
#maroc,C sa,POSITIVE,0.8612,NEGATIVE,0.6777
#maroc,C l'heure de dormir,POSITIVE,0.8228,NEGATIVE,0.8865
#maroc,Ah bon,POSITIVE,0.9606,NEGATIVE,0.7465
#maroc,Je vs laisse,NEUTRAL,0.5683,NEUTRAL,0.5702
#maroc,salut les marocains,NEUTRAL,0.5646,POSITIVE,0.7507
#maroc,Ok yasmine,POSITIVE,0.9741,POSITIVE,0.742
#maroc,Farkous oui,NEGATIVE,0.7029,POSITIVE,0.7748
#maroc,Slt mon ami,NEUTRAL,0.5703,NEUTRAL,0.6393
#maroc,Bonne nuit Yasmine à demain,NEGATIVE,0.7611,NEUTRAL,0.5055
#maroc,Merci farkous,NEGATIVE,0.9741,POSITIVE,0.8421
#maroc,Yasmine,NEGATIVE,0.959,NEUTRAL,0.502
#maroc,Merci aymaraa inchaa allah,NEGATIVE,0.9889,POSITIVE,0.882
#maroc,Oui farkous?,NEGATIVE,0.9868,NEUTRAL,0.5597
#maroc,Bonsoir a tous,POSITIVE,0.9626,POSITIVE,0.7378
#maroc,Demain je veux te voir Yasmine j'ai encore besoin de toi ??,NEGATIVE,0.8593,POSITIVE,0.9566
#maroc,N3si w 7atti rask 3la lm5dda w matfakrich fi baddaz w la3sida hhhh,NEGATIVE,0.9937,POSITIVE,0.7671
#maroc,O dra hhhhh,NEGATIVE,0.9895,POSITIVE,0.7526
#accueil,Tu es bien dessus pcq il est devenu ton chouchou mdr,NEGATIVE,0.9206,POSITIVE,0.8576
#accueil,Vladcarstein: c'est un coup à ce qu'il ne reviennent pas,NEGATIVE,0.921,NEUTRAL,0.5455
#accueil,mais pas pour les vacances,NEUTRAL,0.5711,NEGATIVE,0.7821
#accueil,on dirait il est 7H,NEUTRAL,0.5801,NEGATIVE,0.7584
#accueil,peu être Pasdevieux,NEUTRAL,0.5218,NEGATIVE,0.7589
#accueil,Mais j' ai un des chats couillon de base il sort la journée et et la nuit le seul moment où je le vois c est pour remplir sa litière,NEGATIVE,0.8077,NEGATIVE,0.8584
#accueil,mdrr vlad,NEGATIVE,0.989,POSITIVE,0.7307
#accueil,T'en fais pas ils reviennent toujours a la maison,POSITIVE,0.8105,POSITIVE,0.7068
#accueil,Salut ??,NEGATIVE,0.9896,POSITIVE,0.7999
#accueil,bisous,NEGATIVE,0.9862,POSITIVE,0.8384
#accueil,hier mon chat à fais peur à l'infirmière qui est venu pour le voisin j'en était étonnée,NEGATIVE,0.8188,NEUTRAL,0.622
#accueil,j'aime pas les chats,POSITIVE,0.9484,NEGATIVE,0.8347
#accueil,je pensais pas qu'on pouvais avoir autant peur d'un chat,POSITIVE,0.8746,NEUTRAL,0.6454
#accueil,"il sappele commen ton chat.,,?¨¨^^",NEGATIVE,0.9883,POSITIVE,0.6985
#accueil,"Chaat.fr - n°35380  Aujourd'hui, en allant chez mon petit ami, je l'entends murmurer à travers la porte : ""Oui, oui, je t'aime plus que tout au monde, mon trésor !"" Furieuse, j'entre pour le prendre sur le fait. Il parlait à son reflet dans le miroir. VDM ",NEGATIVE,0.9587,NEUTRAL,0.5729
#accueil,bonjour à tous,NEGATIVE,0.9364,POSITIVE,0.8308
#accueil,chat walid23000,NEGATIVE,0.9888,POSITIVE,0.6766
#accueil,J ai ma chatte qui m as envoyer a l hôpital a cause de morsures,NEGATIVE,0.9422,NEGATIVE,0.7485
#accueil,bonjour Amandine88,NEUTRAL,0.5205,POSITIVE,0.6817
#accueil,bonjour Amandine88,POSITIVE,0.7699,POSITIVE,0.747
#accueil,chat bien répondu,NEUTRAL,0.6612,POSITIVE,0.7523
#accueil,Opération de la main,NEUTRAL,0.6561,NEUTRAL,0.5341
#accueil,oh purée,NEGATIVE,0.9808,NEUTRAL,0.5075
#accueil,carrèment Vladcarstein je me suis souvent fais mordre et griffer par des chats mais ça n'était jamais grave,NEGATIVE,0.9161,POSITIVE,0.7387
#accueil,je n'aimepasles chats,NEGATIVE,0.9444,NEGATIVE,0.879
#accueil,"Bonjour,",POSITIVE,0.9614,POSITIVE,0.6886
#accueil,j'ai eu des chats ils ont toujours été gentils,NEGATIVE,0.6756,POSITIVE,0.7666
#accueil,cc les nul,NEGATIVE,0.7087,NEGATIVE,0.8453
#accueil,hihiii,POSITIVE,0.982,POSITIVE,0.8499
#accueil,t'as dejà eu des enfants Tramontane,POSITIVE,0.8237,NEUTRAL,0.6378
#accueil,je supporterais pas un chat qui me mord de toutes les façons,NEGATIVE,0.9133,NEUTRAL,0.6569
#accueil,"Au début où on as eu le chien un soir elle étais sur la terrasse le chien est venu , elle a eu peur et c est coincer sur une chaise, je l ai pris pour la décoincer elle m as mordu jusqu'à l os et",NEUTRAL,0.6172,NEUTRAL,0.5746
#accueil,M'as Peter un os de la main,POSITIVE,0.8729,NEGATIVE,0.8265
#accueil,bonjour aux arrivants,POSITIVE,0.9802,NEUTRAL,0.5098
#accueil,c'est balo,POSITIVE,0.9756,POSITIVE,0.7749
#accueil,non je ne suis pas pauvre lol,NEGATIVE,0.9526,NEUTRAL,0.5562
#accueil,elinea: cc,POSITIVE,0.9743,POSITIVE,0.8016
#accueil,non je ne suis pas riche,POSITIVE,0.926,NEGATIVE,0.7271
#accueil,ca va,NEGATIVE,0.9511,NEUTRAL,0.6091
#accueil,à ce propos hier j'ai réfléchis,POSITIVE,0.9075,NEUTRAL,0.6012
#accueil,Vladcarstein: t'es sur que ton chat c'est pas un léopard ?,NEGATIVE,0.971,NEUTRAL,0.6245
#accueil,bjr des gens du HAVRE pour parler de la ville pr un futur demenagement,NEGATIVE,0.9161,NEUTRAL,0.6463
#accueil,Bonjour elinea !,POSITIVE,0.9903,POSITIVE,0.8092
#accueil,Résultat SOS mains et paye ton opération pour désinfecter et reparte les,NEGATIVE,0.9712,NEGATIVE,0.7421
#accueil,Dégâts,NEGATIVE,0.9633,NEGATIVE,0.8324
#accueil,ont dit ne donne pas ton poisson au pauvre apprend lui à pécher donne pas ton argent apprend lui à en gagner ?,NEGATIVE,0.9668,NEGATIVE,0.838
#accueil,je peux ca raisonne mauvaises intention suite à lapetite histoire de Vladcarstein,POSITIVE,0.9859,NEGATIVE,0.6882
#accueil,exactement an_tourter,NEGATIVE,0.9833,NEUTRAL,0.5957
#accueil,pourquoi,POSITIVE,0.986,NEGATIVE,0.7974
#accueil,est ce logiqque,POSITIVE,0.9278,NEUTRAL,0.6608
